Камбоджа,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B1%D0%BE%D0%B4%D0%B6%D0%B0,Невідомо,Кхмерська,від Французької республіки,Камбоджійський рієль (៛) 1 ( KHR ),+855
Кенія,https://uk.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D1%96%D1%8F,Невідомо,"кісуахілі , англійська",від Великої Британії,Кенійський шилінг ( KES ),+254
Кірибаті,https://uk.wikipedia.org/wiki/%D0%9A%D1%96%D1%80%D0%B8%D0%B1%D0%B0%D1%82%D1%96,Невідомо,"кірибаті , англійська",,Австралійський долар ( AUD ),+686
Кабо-Верде,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B1%D0%BE-%D0%92%D0%B5%D1%80%D0%B4%D0%B5,Невідомо,Португальська,від Португалії,Ескудо Кабо-Верде ( CVE ),+238
Ірландія,https://uk.wikipedia.org/wiki/%D0%86%D1%80%D0%BB%D0%B0%D0%BD%D0%B4%D1%96%D1%8F,Невідомо,"ірландська , англійська",від Сполученого Королівства Великої Британії та Ірландії,Євро 1 ( EUR ),+353
Ісландія,https://uk.wikipedia.org/wiki/%D0%86%D1%81%D0%BB%D0%B0%D0%BD%D0%B4%D1%96%D1%8F,Невідомо,Ісландська мова Ісландська мова жестів [ 1 ] [ 2 ],від Королівства Данія,Ісландська крона ( ISK ),+354
Іран,https://uk.wikipedia.org/wiki/%D0%86%D1%80%D0%B0%D0%BD,Невідомо,Перська (фарсі),,Іранський ріал ( IRR ),+98
Казахстан,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD,Невідомо,"Казахська , Російська",Невідомо,Тенге ( KZT ),+7
Йорданія,https://uk.wikipedia.org/wiki/%D0%99%D0%BE%D1%80%D0%B4%D0%B0%D0%BD%D1%96%D1%8F,Невідомо,Арабська,,Йорданський динар ( JOD ),+962
Італія,https://uk.wikipedia.org/wiki/%D0%86%D1%82%D0%B0%D0%BB%D1%96%D1%8F,Невідомо,Італійська,Невідомо,€ Євро ( EUR ),+39
Іспанія,https://uk.wikipedia.org/wiki/%D0%86%D1%81%D0%BF%D0%B0%D0%BD%D1%96%D1%8F,Невідомо,іспанська,Невідомо,Євро ( EUR ),+34
Зімбабве,https://uk.wikipedia.org/wiki/%D0%97%D1%96%D0%BC%D0%B1%D0%B0%D0%B1%D0%B2%D0%B5,Невідомо,"Шона , Ісіндебеле , Англійська",,Долар США ( ZWD ),+263
Індонезія,https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5%D0%B7%D1%96%D1%8F,Невідомо,Індонезійська,від Нідерландів,рупія ( IDR ),+62
Ізраїль,https://uk.wikipedia.org/wiki/%D0%86%D0%B7%D1%80%D0%B0%D1%97%D0%BB%D1%8C,Невідомо,"Іврит , арабська мова [ 9 ] [ 10 ]",,Ізраїльський новий шекель ( ILS ),+972
Індія,https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D0%B4%D1%96%D1%8F,Невідомо,Гінді та англійська,15 серпня 1947,Індійська рупія ( INR ),+91
Замбія,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D0%BC%D0%B1%D1%96%D1%8F,Невідомо,Англійська,від Великої Британії,Замбійська квача ( ZMW ),+260
Західна Сахара,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D1%85%D1%96%D0%B4%D0%BD%D0%B0_%D0%A1%D0%B0%D1%85%D0%B0%D1%80%D0%B0,Ель-Аюн,Невідомо,Невідомо,Марокканський дирхам Сахравійська песета,Невідомо
Ірак,https://uk.wikipedia.org/wiki/%D0%86%D1%80%D0%B0%D0%BA,Невідомо,"Арабська , Курдська",,Іракський динар ( IQD ),+964
Есватіні,https://uk.wikipedia.org/wiki/%D0%95%D1%81%D0%B2%D0%B0%D1%82%D1%96%D0%BD%D1%96,Невідомо,"свазі , англійська",,Ліланджені ( SZL ),+268
Ефіопія,https://uk.wikipedia.org/wiki/%D0%95%D1%84%D1%96%D0%BE%D0%BF%D1%96%D1%8F,Невідомо,Амхарська мова,X ст. до н.е.,Ефіопський бир ( ETB ),+251
Єгипет,https://uk.wikipedia.org/wiki/%D0%84%D0%B3%D0%B8%D0%BF%D0%B5%D1%82,Невідомо,Арабська,28 лютого 1922,Єгипетський фунт ( EGP ),+20
Еритрея,https://uk.wikipedia.org/wiki/%D0%95%D1%80%D0%B8%D1%82%D1%80%D0%B5%D1%8F,Невідомо,"немає; фактично: тигринья та арабська , в меншій мірі: англійська та італійська",від Ефіопії,Накфа ( ERN ),+291
Екваторіальна Гвінея,https://uk.wikipedia.org/wiki/%D0%95%D0%BA%D0%B2%D0%B0%D1%82%D0%BE%D1%80%D1%96%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0_%D0%93%D0%B2%D1%96%D0%BD%D0%B5%D1%8F,Невідомо,"іспанська [ 1 ] , португальська [ 2 ]",12 жовтня 1968 р. (від Іспанії ),африканський франк ( [[Класифікація валют (ISO 4217)| XAF ]] ),+240
Еквадор,https://uk.wikipedia.org/wiki/%D0%95%D0%BA%D0%B2%D0%B0%D0%B4%D0%BE%D1%80,Невідомо,іспанська мова,,"Еквадорський сукре (до 2000 ), Долар США ( USD )",+593
Естонія,https://uk.wikipedia.org/wiki/%D0%95%D1%81%D1%82%D0%BE%D0%BD%D1%96%D1%8F,Невідомо,естонська,Невідомо,євро ( EUR ),+372
Домініканська Республіка,https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC%D1%96%D0%BD%D1%96%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0,Невідомо,іспанська мова,,Домініканський песо ( DOP ),+809
Ємен,https://uk.wikipedia.org/wiki/%D0%84%D0%BC%D0%B5%D0%BD,Невідомо,Арабська,Невідомо,Єменський ріал ( YER ),+967
Грузія,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%83%D0%B7%D1%96%D1%8F,Невідомо,грузинська,Невідомо,ларі ( ) ( GEL ),+995
Данія,https://uk.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D1%96%D1%8F,Невідомо,данська,Невідомо,Данська крона ( DKK ),+45
Домініка,https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D0%BC%D1%96%D0%BD%D1%96%D0%BA%D0%B0,Невідомо,англійська мова,,Східно-карибський долар ( XCD ),+1 767
Джибуті,https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%B1%D1%83%D1%82%D1%96,Невідомо,Арабська та Французька,від Франції,Джибутійський франк ( DJF ),+253
Гренада,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%BD%D0%B0%D0%B4%D0%B0,Невідомо,англійська мова,,Східно-карибський долар ( XCD ),+473
Гватемала,https://uk.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D0%BB%D0%B0,Невідомо,іспанська мова,,Кетсаль ( GTQ ),+502
Гондурас,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BD%D0%B4%D1%83%D1%80%D0%B0%D1%81,Невідомо,іспанська мова,,Лемпіра ( HNL ),+504
Гвінея-Бісау,https://uk.wikipedia.org/wiki/%D0%93%D0%B2%D1%96%D0%BD%D0%B5%D1%8F-%D0%91%D1%96%D1%81%D0%B0%D1%83,Невідомо,Португальська,від Португалії,КФА франк BCEAO ( XOF ),+245
Гаяна,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D1%8F%D0%BD%D0%B0,Невідомо,англійська,,Гаянський долар ( GYD ),+592
Гвінея,https://uk.wikipedia.org/wiki/%D0%93%D0%B2%D1%96%D0%BD%D0%B5%D1%8F,Невідомо,Французька,,Гвінейський франк ( GNF ),+224
В'єтнам,https://uk.wikipedia.org/wiki/%D0%92%27%D1%94%D1%82%D0%BD%D0%B0%D0%BC,Невідомо,В'єтнамська,,Донг (₫) ( VND ),+84
Гана,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D0%B0,Невідомо,англійська,Невідомо,Седі ( GHC ),+233
Греція,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D1%86%D1%96%D1%8F,Невідомо,Грецька,від Османської імперії,Євро ( EUR ),+30
Гамбія,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%BC%D0%B1%D1%96%D1%8F,Невідомо,Англійська,,Даласі ( GMD ),+220
Гаїті,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D1%97%D1%82%D1%96,Невідомо,"Французька , гаїтянська креольська",,Ґурд ( HTG ),+509
Вірменія,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D1%80%D0%BC%D0%B5%D0%BD%D1%96%D1%8F,Невідомо,Вірменська,Невідомо,Драм ( AMD ),+374
Габон,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B1%D0%BE%D0%BD,Невідомо,французька,,Франк КФА ( XAF ),+241
Ватикан,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BD,Невідомо,"італійська , Латина",від Королівства Італія,Euro (€) 3 ( EUR ),+39 (Італія)
Вануату,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D0%BD%D1%83%D0%B0%D1%82%D1%83,Невідомо,"біслама , англійська , французька",від Франції та Великої Британії,Вануатійський вату ( VUV ),++678
Бутан,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D1%82%D0%B0%D0%BD,Невідомо,дзонг-ке,від Індії,Нгултрум ( BTN ),+975
Бурунді,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D1%83%D0%BD%D0%B4%D1%96,Невідомо,"Французька , Кірунді , Англійська",від Бельгії,Бурундійський франк (FBu) ( BIF ),+257
Велика Британія,https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0_%D0%91%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D1%96%D1%8F,Невідомо,англійська,Невідомо,Фунт стерлінгів ( GBP ),+44
Афганістан,https://uk.wikipedia.org/wiki/%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D1%96%D1%81%D1%82%D0%B0%D0%BD,Невідомо,"пушту , дарі",,Афгані ( AFN ),+93
Антигуа і Барбуда,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D0%B3%D1%83%D0%B0_%D1%96_%D0%91%D0%B0%D1%80%D0%B1%D1%83%D0%B4%D0%B0,Невідомо,англійська мова,,Східно-Карибський долар ( XCD ),+268-1-268
Венесуела,https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D0%B5%D1%81%D1%83%D0%B5%D0%BB%D0%B0,Невідомо,іспанська мова,,Венесуельський болівар ( VEB ),+58
Алжир,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B6%D0%B8%D1%80,Невідомо,Арабська і берберська,Невідомо,Алжирський динар ( DZD ),+213
Андорра,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D0%BE%D1%80%D1%80%D0%B0,Невідомо,Каталонська,,Євро (€) 1 ( EUR ),+376
Австрія,https://uk.wikipedia.org/wiki/%D0%90%D0%B2%D1%81%D1%82%D1%80%D1%96%D1%8F,Невідомо,Австрійський варіант німецької мови,,Євро ( EUR ),+43
Ангола,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%BE%D0%BB%D0%B0,Невідомо,"Португальська (офіційна), кіконго , півн і півд мбунду (національні)",від Португалії,Ангольська кванза ( AOA ),+244
Азербайджан,https://uk.wikipedia.org/wiki/%D0%90%D0%B7%D0%B5%D1%80%D0%B1%D0%B0%D0%B9%D0%B4%D0%B6%D0%B0%D0%BD,Невідомо,азербайджанська,Невідомо,Манат ( AZN ),+994
Аргентина,https://uk.wikipedia.org/wiki/%D0%90%D1%80%D0%B3%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0,Невідомо,іспанська мова,від Іспанії,Аргентинський песо ( ARS ),+54
Албанія,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B1%D0%B0%D0%BD%D1%96%D1%8F,Невідомо,албанська,Від Османської імперії,Албанський лек ( ALL ),+355
Уганда,https://uk.wikipedia.org/wiki/%D0%A3%D0%B3%D0%B0%D0%BD%D0%B4%D0%B0,Невідомо,"Англійська , суахілі",від Великої Британії,Угандійський шилінг ( UGX ),+256
Країна,URL,Столиця,Офіційні мови,Незалежність,Валюта,Телефонний код
Австралія,https://uk.wikipedia.org/wiki/%D0%90%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%BB%D1%96%D1%8F,Канберра,Невідомо,Невідомо,Невідомо,Невідомо
Вануату,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D0%BD%D1%83%D0%B0%D1%82%D1%83,Порт-Віла,Невідомо,Невідомо,Невідомо,Невідомо
Буркіна-Фасо,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D0%BA%D1%96%D0%BD%D0%B0-%D0%A4%D0%B0%D1%81%D0%BE,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Бруней,https://uk.wikipedia.org/wiki/%D0%91%D1%80%D1%83%D0%BD%D0%B5%D0%B9,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Ватикан,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BD,41°54′ пн. ш. 12°27′ сх. д.,Невідомо,Невідомо,Невідомо,Невідомо
Бурунді,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D1%83%D0%BD%D0%B4%D1%96,Гітега,Невідомо,Невідомо,Невідомо,Невідомо
Бутан,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D1%82%D0%B0%D0%BD,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Венесуела,https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D0%B5%D1%81%D1%83%D0%B5%D0%BB%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Велика Британія,https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0_%D0%91%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D1%96%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Болівія,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%96%D0%B2%D1%96%D1%8F,Сукре,Невідомо,Невідомо,Невідомо,Невідомо
Ботсвана,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D1%82%D1%81%D0%B2%D0%B0%D0%BD%D0%B0,Габороне,Невідомо,Невідомо,Невідомо,Невідомо
Бразилія,https://uk.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B7%D0%B8%D0%BB%D1%96%D1%8F,Бразиліа,Невідомо,Невідомо,Невідомо,Невідомо
Боснія і Герцеговина,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D1%81%D0%BD%D1%96%D1%8F_%D1%96_%D0%93%D0%B5%D1%80%D1%86%D0%B5%D0%B3%D0%BE%D0%B2%D0%B8%D0%BD%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Бенін,https://uk.wikipedia.org/wiki/%D0%91%D0%B5%D0%BD%D1%96%D0%BD,Порто-Ново,Невідомо,Невідомо,Невідомо,Невідомо
Сомаліленд,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BC%D0%B0%D0%BB%D1%96%D0%BB%D0%B5%D0%BD%D0%B4,Харгейса,Невідомо,Невідомо,Невідомо,Невідомо
Болгарія,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D0%B3%D0%B0%D1%80%D1%96%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Білорусь,https://uk.wikipedia.org/wiki/%D0%91%D1%96%D0%BB%D0%BE%D1%80%D1%83%D1%81%D1%8C,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Придністров'я,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B4%D0%BD%D1%96%D1%81%D1%82%D1%80%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%9C%D0%BE%D0%BB%D0%B4%D0%B0%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0,Тирасполь,Невідомо,Невідомо,Невідомо,Невідомо
Південна Осетія,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%B0_%D0%9E%D1%81%D0%B5%D1%82%D1%96%D1%8F,Цхінвалі,Невідомо,Невідомо,Невідомо,Невідомо
Амбазонія,https://uk.wikipedia.org/wiki/%D0%90%D0%BC%D0%B1%D0%B0%D0%B7%D0%BE%D0%BD%D1%96%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Мадейра,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B4%D0%B5%D0%B9%D1%80%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Мартиніка,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D1%96%D0%BA%D0%B0,Фор-де-Франс,Невідомо,Невідомо,Невідомо,Невідомо
Гваделупа,https://uk.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D0%B4%D0%B5%D0%BB%D1%83%D0%BF%D0%B0,Бас-Тер,Невідомо,Невідомо,Невідомо,Невідомо
Гвіана,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%8C%D0%BA%D0%B0_%D0%93%D0%B2%D1%96%D0%B0%D0%BD%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Реюньйон,https://uk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%8E%D0%BD%D1%8C%D0%B9%D0%BE%D0%BD,Сен-Дені,Невідомо,Невідомо,Невідомо,Невідомо
Північний Кіпр,https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%B5%D1%86%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9F%D1%96%D0%B2%D0%BD%D1%96%D1%87%D0%BD%D0%BE%D0%B3%D0%BE_%D0%9A%D1%96%D0%BF%D1%80%D1%83,Північна Нікосія,Невідомо,Невідомо,Невідомо,Невідомо
Абхазія,https://uk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%90%D0%B1%D1%85%D0%B0%D0%B7%D1%96%D1%8F,Сухумі,Невідомо,Невідомо,Невідомо,Невідомо
Майотта,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B9%D0%BE%D1%82%D1%82%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Азорські Острови,https://uk.wikipedia.org/wiki/%D0%90%D0%B7%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Понта-Делгада,Невідомо,Невідомо,Невідомо,Невідомо
Сінт-Естатіус,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D1%82-%D0%95%D1%81%D1%82%D0%B0%D1%82%D1%96%D1%83%D1%81,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Саба,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B1%D0%B0_(%D0%BE%D1%81%D1%82%D1%80%D1%96%D0%B2),Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Бонайре,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%BD%D0%B0%D0%B9%D1%80%D0%B5,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Макао,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%B0%D0%BE,b,Невідомо,Невідомо,Невідомо,Невідомо
Суверенні території,https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D0%B2%D0%B5%D1%80%D0%B5%D0%BD%D0%BD%D1%96_%D1%82%D0%B5%D1%80%D0%B8%D1%82%D0%BE%D1%80%D1%96%D1%97_%D0%86%D1%81%D0%BF%D0%B0%D0%BD%D1%96%D1%97,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Сеута,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%83%D1%82%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Гонконг,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BD%D0%BA%D0%BE%D0%BD%D0%B3,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Сен-Бартельмі,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD-%D0%91%D0%B0%D1%80%D1%82%D0%B5%D0%BB%D1%8C%D0%BC%D1%96,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Мелілья,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D1%96%D0%BB%D1%8C%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Аланди,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D0%BD%D0%B4%D1%81%D1%8C%D0%BA%D1%96_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Марієгамн,Невідомо,Невідомо,Невідомо,Невідомо
Сен-П'єр і Мікелон,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD-%D0%9F%27%D1%94%D1%80_%D1%96_%D0%9C%D1%96%D0%BA%D0%B5%D0%BB%D0%BE%D0%BD,Сен-П'єр,Невідомо,Невідомо,Невідомо,Невідомо
Сен-Мартен,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD-%D0%9C%D0%B0%D1%80%D1%82%D0%B5%D0%BD_(%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F),Маріго,Невідомо,Невідомо,Невідомо,Невідомо
Французька Полінезія,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%8C%D0%BA%D0%B0_%D0%9F%D0%BE%D0%BB%D1%96%D0%BD%D0%B5%D0%B7%D1%96%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Канарські Острови,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B0%D1%80%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Зовнішні малі острови США,https://uk.wikipedia.org/wiki/%D0%97%D0%BE%D0%B2%D0%BD%D1%96%D1%88%D0%BD%D1%96_%D0%BC%D0%B0%D0%BB%D1%96_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%A1%D0%A8%D0%90,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Нова Каледонія,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0_%D0%9A%D0%B0%D0%BB%D0%B5%D0%B4%D0%BE%D0%BD%D1%96%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Кліппертон,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D1%96%D0%BF%D0%BF%D0%B5%D1%80%D1%82%D0%BE%D0%BD,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Волліс і Футуна,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BB%D1%96%D1%81_%D1%96_%D0%A4%D1%83%D1%82%D1%83%D0%BD%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Північні Маріани,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%BD%D1%96%D1%87%D0%BD%D1%96_%D0%9C%D0%B0%D1%80%D1%96%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Капітолій,Невідомо,Невідомо,Невідомо,Невідомо
Гуам,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B0%D0%BC,Хагатна,Невідомо,Невідомо,Невідомо,Невідомо
Пуерто-Рико,https://uk.wikipedia.org/wiki/%D0%9F%D1%83%D0%B5%D1%80%D1%82%D0%BE-%D0%A0%D0%B8%D0%BA%D0%BE,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Острів Петра I,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D1%96%D0%B2_%D0%9F%D0%B5%D1%82%D1%80%D0%B0_I,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Американське Самоа,https://uk.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B5_%D0%A1%D0%B0%D0%BC%D0%BE%D0%B0,Паго-Паго,Невідомо,Невідомо,Невідомо,Невідомо
Ян-Маєн,https://uk.wikipedia.org/wiki/%D0%AF%D0%BD-%D0%9C%D0%B0%D1%94%D0%BD,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Свальбард,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B0%D0%BB%D1%8C%D0%B1%D0%B0%D1%80%D0%B4,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Острів Буве,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D0%B2%D0%B5,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Земля Королеви Мод,https://uk.wikipedia.org/wiki/%D0%97%D0%B5%D0%BC%D0%BB%D1%8F_%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B8_%D0%9C%D0%BE%D0%B4,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Американські Віргіни,https://uk.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D1%96_%D0%92%D1%96%D1%80%D0%B3%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Токелау,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BA%D0%B5%D0%BB%D0%B0%D1%83,Атафу,Невідомо,Невідомо,Невідомо,Невідомо
Територія Росса,https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B8%D1%82%D0%BE%D1%80%D1%96%D1%8F_%D0%A0%D0%BE%D1%81%D1%81%D0%B0,Скотт,Невідомо,Невідомо,Невідомо,Невідомо
Острови Кука,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%9A%D1%83%D0%BA%D0%B0,Аваруа,Невідомо,Невідомо,Невідомо,Невідомо
Сінт-Мартен,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D1%82-%D0%9C%D0%B0%D1%80%D1%82%D0%B5%D0%BD,Філіпсбург,Невідомо,Невідомо,Невідомо,Невідомо
